,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
CNT_CHILDREN,1.0,0.012882077388633117,0.0021454434616763056,0.02137377811067477,-0.001827167754136854,-0.025572831834214643,0.33093766811457903,-0.23981809199482687,0.1833952839303633,-0.028019426428477497,0.00849351462283906,0.8791606404389573,0.025422947348636156,0.024781242664316146,-0.1384697242157068,-0.018014797209265358,-0.04271031229956339,-0.013222050417837366,-0.008463618711386109,0.006902427148300766,0.030172159513457433,0.0001398981213782077,-0.007059888582729822,-0.008341243169818822,-0.009705012568526915,-0.008752537925298865,-0.0031213758127700587,-0.008647875429650755,-0.010116054680672466,0.004050739934218548,2.821063471099093e-05,-0.012104840393699615,-0.008512992139379427,0.006198875603828836,0.02954859080010345,0.00044009658864294034,-0.006396979253097573,-0.0068804639231707,-0.009550307784636024,-0.008043748475691724,-0.0022124623340105372,-0.007955105056250956,-0.009516602214087401,0.0040771457448913985,0.0002311768946707931,-0.012984704853080812,-0.008799365583681386,0.006401340281057644,0.03012372418250861,0.0006090892157959768,-0.006746787377320294,-0.008324516598051982,-0.009446951664120348,-0.008230782365702197,-0.002819975331501697,-0.007961849849953165,-0.010067040576072082,0.00413292011428844,6.089165851602284e-05,-0.008036936388869593,0.015592958906554676,-0.001261734000033588,0.015231861733529296,-0.001861074906356967,-0.005865159246001335,-0.0004095572204327593,-0.00036561881716853397,-0.002436028070774494,-0.010807738776425322,-0.007835783432429471,-0.04154972786658498
AMT_INCOME_TOTAL,0.012882077388633117,1.0,0.15687027185193836,0.1916574280369557,0.15961006441433134,0.07479570273649293,0.027260872582891265,-0.06422339973255636,0.027805420137166362,0.008506241272101827,-0.11727333838872091,0.016341588822037522,-0.08546518870124148,-0.09173452901591889,0.02623236995829513,0.06092463609033181,-0.030229052894077933,0.034500539922718676,0.017302767065719492,0.005658100139353144,0.042333834298941615,0.08961600862591185,0.04505278428600435,0.005394406146904422,0.06017113775930052,0.13985966243468334,-0.0015982337834937123,0.10691968990806,0.03997566858958889,0.029519782343408553,0.07460416624731019,0.029994239220045543,0.01282129556853147,0.005283823572000078,0.037299436732876355,0.07562459184117727,0.041031822144359374,0.002027007732620487,0.05767546264463841,0.13180004564162703,-0.003673821451838907,0.09299096524476959,0.03491464797447923,0.025019645455878602,0.0617780737451306,0.03379773150908061,0.016381305569561237,0.005638805429848616,0.04200406429632524,0.08791783050885996,0.044159697954912196,0.004786965235629652,0.059681992497375776,0.13848898251864797,-0.0018916082634949788,0.10491414469645244,0.03926141564445782,0.02809764545607595,0.07084448773196664,0.041984660451636,-0.013098594554957124,-0.013243810984115248,-0.013015437482671614,-0.013134677812783518,-0.018585118336519286,0.0007092101936042431,0.0029439935789655224,0.0023872901872556197,0.02469984762514934,0.004859353398273627,0.011689707516127714
AMT_CREDIT,0.0021454434616763056,0.15687027185193836,1.0,0.7701380033118846,0.9869683054221499,0.09973787576226527,-0.0554359470145269,-0.06683834093092283,0.0096213256041526,-0.006574774427158068,-0.09419071925701963,0.0631598130041428,-0.10177638603518252,-0.11091525790094503,0.16842889977324196,0.1312279358732459,0.04351625546730782,0.06043922582711185,0.03922616454895765,0.006248757791298256,0.03587469910926302,0.04953654103383212,0.08063501985507339,0.014929275958488534,0.10329576974789156,0.0788322890717704,0.006217970472558332,0.05878801295091158,0.07214592307116499,0.014362257440574724,0.03788452486431066,0.05307204666917785,0.031212687499085106,0.004803849937521018,0.03347769090588946,0.04234141331656374,0.07473989060992874,0.009361223501575486,0.10041808945378942,0.07548461793785861,0.002532117987502876,0.05120766109472926,0.06414173974808357,0.011106103032482315,0.03239040703696554,0.058682213538917255,0.03728099335515099,0.005765094016371951,0.03558919946138482,0.048565434588068127,0.07909438259849623,0.01369207433913862,0.10277029009650476,0.07837505102056624,0.00541497179005724,0.05705784887270548,0.07085961905209288,0.013401681912092568,0.03582943133253708,0.07281803102925866,0.0001895513151240486,-0.02122944036468715,0.00023856508904492542,-0.02376698490849739,-0.07370111227659072,-0.0039059183670564672,0.004237703562043918,-0.001274810637953486,0.05445145125339323,0.01592523139633638,-0.04844773906169011
AMT_ANNUITY,0.02137377811067477,0.1916574280369557,0.7701380033118846,1.0,0.7751092733120318,0.11842909461887136,0.009445469651011234,-0.10433185890127958,0.038514246498190935,0.011268052124728244,-0.09705743994241813,0.07553928202600532,-0.12852458061076213,-0.14168177498382536,0.11939838192649714,0.12580400336482975,0.0307518157013957,0.07621258728309474,0.044507108695373804,0.013298098923871508,0.03419534672770586,0.057628223074683745,0.10143934470144338,0.014745338760389843,0.13017364867352585,0.0998124028819552,0.008610729941868895,0.07529265342476438,0.08965912993322256,0.021306489035179926,0.04959269200272572,0.06640083350012833,0.034443437237645966,0.012554732113358114,0.030931891920168163,0.04907370446218426,0.09313110316529427,0.007362172851534526,0.12630159675645644,0.0944574811740643,0.0036210352196120385,0.06560556398863931,0.07942565669447743,0.016753676899563995,0.04141770216016038,0.07398706348951518,0.04245173362686082,0.012939838442851155,0.033712593906708284,0.05686514842017333,0.0995585355489496,0.013276090465456938,0.12917901013902677,0.09864180413196229,0.007710756228461564,0.07304935477072037,0.08813428855427845,0.020472853539593126,0.04700866294425255,0.0904145574214254,-0.011986637645352306,-0.022833229342777765,-0.011730516284307243,-0.024000752770092986,-0.06374688627106789,0.0038612480256781235,0.0021853339907652665,0.013880508717052676,0.03914807348048996,0.010123534372368289,-0.011320022060820516
AMT_GOODS_PRICE,-0.001827167754136854,0.15961006441433134,0.9869683054221499,0.7751092733120318,1.0,0.10351970775243372,-0.05344230910848299,-0.06484199002980111,0.011564978091754694,-0.009266807603700725,-0.10373327067926734,0.0611854433229162,-0.10378629719917572,-0.11220837279490009,0.17550221516071143,0.13936679918458464,0.04771683576538006,0.06491767318712441,0.043981535968801125,0.007244762302717752,0.04193650059592961,0.05050662911420379,0.08373557763835934,0.018763568507556415,0.10851245659063682,0.0814109069932183,0.01329652799644393,0.061849531532267056,0.07730695126833119,0.015424331421223535,0.04191171831861852,0.05752268130855872,0.03581101625069578,0.005798805074316307,0.039409845599330376,0.043085937904792246,0.07797751677459808,0.013334787702469018,0.10553211951254819,0.0777695255902413,0.009378915175234648,0.05381276157127011,0.06932425578540498,0.011866152266523058,0.036402999045634044,0.0631867804143037,0.0419804778149856,0.006838677488709872,0.04158345498588389,0.04951912527927965,0.08226581079738575,0.01758525819058472,0.10793596953745808,0.08086275136249599,0.012550261314790472,0.06010354864433899,0.07602760680276788,0.014380913391776334,0.0398739456926462,0.07752689957859184,0.00032812239528831177,-0.022243515046597554,0.00034716627869213436,-0.024506039551521336,-0.07631285538788403,-0.0032365517821405024,0.004676873000402702,-0.001006698635430985,0.05642235889919715,0.0164324850901054,-0.05099841698824401
REGION_POPULATION_RELATIVE,-0.025572831834214643,0.07479570273649293,0.09973787576226527,0.11842909461887136,0.10351970775243372,1.0,-0.02958227661857735,-0.003979792364621057,-0.053819644000736626,-0.0039933748135853285,-0.08142905441603543,-0.02420889218427754,-0.532876531238335,-0.5315354521931355,0.09999729317840479,0.19892416782177605,-0.0060011345111757215,0.2059420894378926,0.09842337289665688,-0.00668261286955312,-0.0565655135768047,0.16480551556954703,0.2806850723858028,0.03684005435350402,0.32265151425952027,0.2943494644809381,-0.05115988843452707,0.1944522622378344,0.2134911322892172,0.024293277707368353,0.07481561161228484,0.17502863195441312,0.06577913286111726,-0.006837244041937855,-0.06377901601337348,0.1309308954342623,0.25153927119332387,0.015983364178872875,0.30399202755537136,0.2756556951941964,-0.06055819287446897,0.16315590190669046,0.1809315213058562,0.01653629025192545,0.04969549821480176,0.20138042524915628,0.09407531372842556,-0.0067106886950947355,-0.057792806328942695,0.1602750093489369,0.27439040230460376,0.0336282798168965,0.31831898445080226,0.290743949236136,-0.05254728736915167,0.18923862063941865,0.20934719910277283,0.021873162667053934,0.0660602684153447,0.20214518912556653,-0.011159677205472313,0.0063288613848312796,-0.010638089180544825,0.0024035517295150823,-0.044013210811802886,-0.00222475150852122,0.0013992000061661086,-0.0021486429724360957,0.07860655083777418,-0.001279497260549506,0.0010033242119382288
DAYS_BIRTH,0.33093766811457903,0.027260872582891265,-0.0554359470145269,0.009445469651011234,-0.05344230910848299,-0.02958227661857735,1.0,-0.6158641964711599,0.33191208235612907,0.2726906624782619,0.005761036099896534,0.2788935851097432,0.009360649568895128,0.008073486815721521,-0.6006099739503153,-0.09199587015386894,-0.20547760299779244,0.004778884906027624,-0.004399761564235141,0.0007438888864936433,0.0266232001566922,0.008363543355273157,-0.0014475045880769062,-0.010281228811528497,0.0016336364970036368,0.001538070805527702,0.0030134088655325887,0.011183704231826705,-0.000333543511760579,0.0022286122652409165,0.00571239646079978,0.004959203664129882,-0.004319096539365973,0.0007138803619159065,0.025843703123977137,0.009649331110402734,-0.0008887736857381947,-0.009374170681190053,0.0012937837985386158,0.0009273567732939578,0.0037998331214861092,0.01174324421353078,-2.027257301940697e-05,0.0030250949264709354,0.005537910605773043,0.0050918845992973935,-0.004344780622740278,0.0007872644677302111,0.026843970202745707,0.009176532707238996,-0.00129852283071119,-0.009875943583521282,0.001790539965113874,0.0017352489986293077,0.003340581119900558,0.01179413848491493,9.953813473759132e-05,0.0021504857768700047,0.006323172610828552,0.0013294772868294427,0.007425425133370454,0.0002055381815115151,0.0070226256895561945,0.00192489074065258,0.08293907155033915,0.005285234199864417,0.002254840435110956,-0.0013356866617305486,0.0013716932949324261,-0.011799475512091527,-0.07198273412528351
DAYS_EMPLOYED,-0.23981809199482687,-0.06422339973255636,-0.06683834093092283,-0.10433185890127958,-0.06484199002980111,-0.003979792364621057,-0.6158641964711599,1.0,-0.21024178497151524,-0.27237803882742684,0.0288304948650757,-0.23354939715879744,0.03275027635114745,0.034623818116115625,0.2898477970950637,-0.020767102465620788,0.11343447510097938,-0.016358631063177993,-0.001382044455482762,0.008629088061856676,-0.005829978176150031,-0.012527953543203307,-0.009791562921693473,0.004017699999444909,-0.01596956617484126,-0.01589365847047833,-0.009608764204889961,-0.020192146991742207,-0.012438099389086498,-0.004679561728445841,-0.012857852139974065,-0.014632412730433786,-0.00024291101847138832,0.008637064317658965,-0.005052786871602168,-0.01304087958660805,-0.008802081896734794,0.004942900443302106,-0.015063694000859284,-0.015407343281732669,-0.008757680260219778,-0.01957933323689744,-0.010847087600641514,-0.004860701037069797,-0.011725710760803556,-0.016238976316792535,-0.0015353292906806273,0.008404526840626446,-0.0061612637371994666,-0.0130084236324426,-0.009817025717620985,0.004137979483033282,-0.016050815691546247,-0.016326732013504566,-0.009626510410702635,-0.020354317286104918,-0.012630532543788205,-0.004664518283179128,-0.012975401256058776,-0.015126199701399763,0.005734168078288319,0.016717158671443747,0.005887636111516414,0.014211236110354521,0.023032390231244097,-0.0047353402221421755,0.00047239066590549947,0.0030720974000629955,-0.03445681209611599,0.015344694141719234,0.04998796274724715
DAYS_REGISTRATION,0.1833952839303633,0.027805420137166362,0.0096213256041526,0.038514246498190935,0.011564978091754694,-0.053819644000736626,0.33191208235612907,-0.21024178497151524,1.0,0.10189559348151897,-0.025990965695558654,0.17341627082098643,0.08021044545720935,0.07403805192297606,-0.18109459339443504,-0.059912821406920745,-0.10754884391091508,0.0131856873991321,-0.020729463944808766,0.01103469662539916,0.16418366877590246,0.028300133119666396,0.0007461923271965132,-0.0630943158687852,0.04970076984091766,0.021459075580842077,0.003109366176468324,0.024083732376167535,0.007419058616412651,0.03422776689046993,0.04901173074189267,0.012732266395786217,-0.02001058736384162,0.008782661665687697,0.1627443792599028,0.02917209082217108,0.0027293058188449927,-0.06008719244326578,0.049656874857987046,0.020234522219184318,0.0033535554359322177,0.023104336880472403,0.007456539947159686,0.03175757166420337,0.047196554017498574,0.013463346151073167,-0.02150375177871627,0.011038560790644261,0.16403449274317916,0.02925036252024719,0.0017259002227020131,-0.06259932596557843,0.05007611728348932,0.02164474681056211,0.0029682468845715435,0.02473352743631545,0.007925539843110055,0.033401208343173366,0.04993146063604038,0.019495232787437863,0.009124693901820512,0.003360731703068525,0.009088353696439627,0.004538140460476278,0.05698257008519971,-0.0028548775239703875,-0.0005079009869912416,-0.001069090816083583,-0.01135320341259964,-0.0013076545708164621,-0.024804794952026966
DAYS_ID_PUBLISH,-0.028019426428477497,0.008506241272101827,-0.006574774427158068,0.011268052124728244,-0.009266807603700725,-0.0039933748135853285,0.2726906624782619,-0.27237803882742684,0.10189559348151897,1.0,0.008633447839139326,-0.02091160788191905,-0.005103212733825164,-0.007737420037688281,-0.13237489764474572,-0.05095513124662838,-0.13159686977074725,-0.007321571083641456,-0.014031810793175234,-0.003415540061450974,-0.007238329280193588,0.00010029457206606533,-0.010554928251707655,-0.01537462930786295,-0.010235310557632805,-0.008865490539404072,-0.007496249056146101,-0.0009527257117173509,-0.011514702320367363,-0.003884059674997828,0.0023079379247020132,-0.007129368509069024,-0.013191812762661915,-0.0025904099555957814,-0.007168518233585873,-1.2426480951627507e-05,-0.010633639156308678,-0.015547834212499393,-0.01030815960983095,-0.008991294101018593,-0.008026114600618908,-0.0015837778140291693,-0.01209608433554354,-0.003698697959226182,0.0013212696868848692,-0.007139326031703234,-0.014128882281167125,-0.003193441624890283,-0.006938754275329941,0.0003721965887483089,-0.010448175301126298,-0.015647170407908785,-0.010307439592573788,-0.008754310620111888,-0.007634167082280382,-0.0012375289322456096,-0.011315292363556492,-0.0032878815017879344,0.0024876978226755467,-0.011152528403749614,-0.012454242641489118,0.0027375905995692014,-0.012873714654813783,0.004327885825531124,0.08857589685316476,0.00476133833696675,-0.0009989139276338022,-0.0012494802022864446,-0.00965997974754302,-0.006199922697604921,-0.03509898555662204
